,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
28,"tensor(40.8199, grad_fn=<SelectBackward>)","tensor(69.6734, grad_fn=<SelectBackward>)","tensor(86.5421, grad_fn=<SelectBackward>)","tensor(102.7844, grad_fn=<SelectBackward>)","tensor(114.8686, grad_fn=<SelectBackward>)","tensor(124.6831, grad_fn=<SelectBackward>)","tensor(132.2696, grad_fn=<SelectBackward>)","tensor(138.2263, grad_fn=<SelectBackward>)","tensor(142.8582, grad_fn=<SelectBackward>)","tensor(146.4707, grad_fn=<SelectBackward>)","tensor(149.2833, grad_fn=<SelectBackward>)","tensor(151.4748, grad_fn=<SelectBackward>)","tensor(153.1822, grad_fn=<SelectBackward>)","tensor(154.5130, grad_fn=<SelectBackward>)","tensor(155.5505, grad_fn=<SelectBackward>)","tensor(156.3595, grad_fn=<SelectBackward>)","tensor(156.9906, grad_fn=<SelectBackward>)","tensor(157.4830, grad_fn=<SelectBackward>)","tensor(157.8672, grad_fn=<SelectBackward>)","tensor(158.1672, grad_fn=<SelectBackward>)","tensor(158.4014, grad_fn=<SelectBackward>)","tensor(158.5842, grad_fn=<SelectBackward>)","tensor(158.7270, grad_fn=<SelectBackward>)","tensor(158.8385, grad_fn=<SelectBackward>)","tensor(158.9257, grad_fn=<SelectBackward>)","tensor(158.9938, grad_fn=<SelectBackward>)","tensor(159.0470, grad_fn=<SelectBackward>)","tensor(159.0885, grad_fn=<SelectBackward>)","tensor(159.1210, grad_fn=<SelectBackward>)","tensor(159.1464, grad_fn=<SelectBackward>)"
29,"tensor(2126.4724, grad_fn=<SelectBackward>)","tensor(3518.1848, grad_fn=<SelectBackward>)","tensor(4612.4653, grad_fn=<SelectBackward>)","tensor(5466.3052, grad_fn=<SelectBackward>)","tensor(6127.8115, grad_fn=<SelectBackward>)","tensor(6641.7505, grad_fn=<SelectBackward>)","tensor(7040.3911, grad_fn=<SelectBackward>)","tensor(7349.9346, grad_fn=<SelectBackward>)","tensor(7590.3486, grad_fn=<SelectBackward>)","tensor(7777.1895, grad_fn=<SelectBackward>)","tensor(7922.4780, grad_fn=<SelectBackward>)","tensor(8035.5166, grad_fn=<SelectBackward>)","tensor(8123.5146, grad_fn=<SelectBackward>)","tensor(8192.0527, grad_fn=<SelectBackward>)","tensor(8245.4590, grad_fn=<SelectBackward>)","tensor(8287.0947, grad_fn=<SelectBackward>)","tensor(8319.5664, grad_fn=<SelectBackward>)","tensor(8344.8994, grad_fn=<SelectBackward>)","tensor(8364.6709, grad_fn=<SelectBackward>)","tensor(8380.1064, grad_fn=<SelectBackward>)","tensor(8392.1592, grad_fn=<SelectBackward>)","tensor(8401.5742, grad_fn=<SelectBackward>)","tensor(8408.9287, grad_fn=<SelectBackward>)","tensor(8414.6758, grad_fn=<SelectBackward>)","tensor(8419.1689, grad_fn=<SelectBackward>)","tensor(8422.6807, grad_fn=<SelectBackward>)","tensor(8425.4258, grad_fn=<SelectBackward>)","tensor(8427.5713, grad_fn=<SelectBackward>)","tensor(8429.2510, grad_fn=<SelectBackward>)","tensor(8430.5625, grad_fn=<SelectBackward>)"
30,"tensor(2004.4855, grad_fn=<SelectBackward>)","tensor(3432.5295, grad_fn=<SelectBackward>)","tensor(4532.3125, grad_fn=<SelectBackward>)","tensor(5385.8936, grad_fn=<SelectBackward>)","tensor(6055.3491, grad_fn=<SelectBackward>)","tensor(6572.2759, grad_fn=<SelectBackward>)","tensor(6975.2026, grad_fn=<SelectBackward>)","tensor(7287.8521, grad_fn=<SelectBackward>)","tensor(7531.2568, grad_fn=<SelectBackward>)","tensor(7720.6040, grad_fn=<SelectBackward>)","tensor(7868.0869, grad_fn=<SelectBackward>)","tensor(7982.9790, grad_fn=<SelectBackward>)","tensor(8072.5420, grad_fn=<SelectBackward>)","tensor(8142.3843, grad_fn=<SelectBackward>)","tensor(8196.8730, grad_fn=<SelectBackward>)","tensor(8239.3984, grad_fn=<SelectBackward>)","tensor(8272.5977, grad_fn=<SelectBackward>)","tensor(8298.5244, grad_fn=<SelectBackward>)","tensor(8318.7773, grad_fn=<SelectBackward>)","tensor(8334.6025, grad_fn=<SelectBackward>)","tensor(8346.9707, grad_fn=<SelectBackward>)","tensor(8356.6377, grad_fn=<SelectBackward>)","tensor(8364.1973, grad_fn=<SelectBackward>)","tensor(8370.1074, grad_fn=<SelectBackward>)","tensor(8374.7305, grad_fn=<SelectBackward>)","tensor(8378.3457, grad_fn=<SelectBackward>)","tensor(8381.1738, grad_fn=<SelectBackward>)","tensor(8383.3867, grad_fn=<SelectBackward>)","tensor(8385.1182, grad_fn=<SelectBackward>)","tensor(8386.4736, grad_fn=<SelectBackward>)"
31,"tensor(774.9962, grad_fn=<SelectBackward>)","tensor(1361.8218, grad_fn=<SelectBackward>)","tensor(1761.6619, grad_fn=<SelectBackward>)","tensor(2109.6973, grad_fn=<SelectBackward>)","tensor(2368.4492, grad_fn=<SelectBackward>)","tensor(2575.9954, grad_fn=<SelectBackward>)","tensor(2735.8040, grad_fn=<SelectBackward>)","tensor(2861.3740, grad_fn=<SelectBackward>)","tensor(2959.0400, grad_fn=<SelectBackward>)","tensor(3035.4150, grad_fn=<SelectBackward>)","tensor(3095.0005, grad_fn=<SelectBackward>)","tensor(3141.5596, grad_fn=<SelectBackward>)","tensor(3177.9263, grad_fn=<SelectBackward>)","tensor(3206.3479, grad_fn=<SelectBackward>)","tensor(3228.5618, grad_fn=<SelectBackward>)","tensor(3245.9292, grad_fn=<SelectBackward>)","tensor(3259.5098, grad_fn=<SelectBackward>)","tensor(3270.1309, grad_fn=<SelectBackward>)","tensor(3278.4387, grad_fn=<SelectBackward>)","tensor(3284.9390, grad_fn=<SelectBackward>)","tensor(3290.0247, grad_fn=<SelectBackward>)","tensor(3294.0049, grad_fn=<SelectBackward>)","tensor(3297.1194, grad_fn=<SelectBackward>)","tensor(3299.5576, grad_fn=<SelectBackward>)","tensor(3301.4656, grad_fn=<SelectBackward>)","tensor(3302.9597, grad_fn=<SelectBackward>)","tensor(3304.1292, grad_fn=<SelectBackward>)","tensor(3305.0452, grad_fn=<SelectBackward>)","tensor(3305.7617, grad_fn=<SelectBackward>)","tensor(3306.3230, grad_fn=<SelectBackward>)"
32,"tensor(759.3224, grad_fn=<SelectBackward>)","tensor(995.6428, grad_fn=<SelectBackward>)","tensor(1283.9893, grad_fn=<SelectBackward>)","tensor(1472.6354, grad_fn=<SelectBackward>)","tensor(1633.6017, grad_fn=<SelectBackward>)","tensor(1755.3345, grad_fn=<SelectBackward>)","tensor(1852.5179, grad_fn=<SelectBackward>)","tensor(1928.1085, grad_fn=<SelectBackward>)","tensor(1987.5935, grad_fn=<SelectBackward>)","tensor(2034.1256, grad_fn=<SelectBackward>)","tensor(2070.6196, grad_fn=<SelectBackward>)","tensor(2099.2007, grad_fn=<SelectBackward>)","tensor(2121.5974, grad_fn=<SelectBackward>)","tensor(2139.1431, grad_fn=<SelectBackward>)","tensor(2152.8899, grad_fn=<SelectBackward>)","tensor(2163.6599, grad_fn=<SelectBackward>)","tensor(2172.0984, grad_fn=<SelectBackward>)","tensor(2178.7100, grad_fn=<SelectBackward>)","tensor(2183.8904, grad_fn=<SelectBackward>)","tensor(2187.9495, grad_fn=<SelectBackward>)","tensor(2191.1301, grad_fn=<SelectBackward>)","tensor(2193.6221, grad_fn=<SelectBackward>)","tensor(2195.5750, grad_fn=<SelectBackward>)","tensor(2197.1050, grad_fn=<SelectBackward>)","tensor(2198.3044, grad_fn=<SelectBackward>)","tensor(2199.2437, grad_fn=<SelectBackward>)","tensor(2199.9800, grad_fn=<SelectBackward>)","tensor(2200.5571, grad_fn=<SelectBackward>)","tensor(2201.0090, grad_fn=<SelectBackward>)","tensor(2201.3630, grad_fn=<SelectBackward>)"
33,"tensor(130.1115, grad_fn=<SelectBackward>)","tensor(214.2306, grad_fn=<SelectBackward>)","tensor(258.1985, grad_fn=<SelectBackward>)","tensor(300.4823, grad_fn=<SelectBackward>)","tensor(332.2643, grad_fn=<SelectBackward>)","tensor(358.1466, grad_fn=<SelectBackward>)","tensor(378.4090, grad_fn=<SelectBackward>)","tensor(394.4837, grad_fn=<SelectBackward>)","tensor(407.1280, grad_fn=<SelectBackward>)","tensor(417.0934, grad_fn=<SelectBackward>)","tensor(424.9299, grad_fn=<SelectBackward>)","tensor(431.0924, grad_fn=<SelectBackward>)","tensor(435.9351, grad_fn=<SelectBackward>)","tensor(439.7396, grad_fn=<SelectBackward>)","tensor(442.7276, grad_fn=<SelectBackward>)","tensor(445.0739, grad_fn=<SelectBackward>)","tensor(446.9158, grad_fn=<SelectBackward>)","tensor(448.3616, grad_fn=<SelectBackward>)","tensor(449.4964, grad_fn=<SelectBackward>)","tensor(450.3870, grad_fn=<SelectBackward>)","tensor(451.0857, grad_fn=<SelectBackward>)","tensor(451.6339, grad_fn=<SelectBackward>)","tensor(452.0640, grad_fn=<SelectBackward>)","tensor(452.4015, grad_fn=<SelectBackward>)","tensor(452.6660, grad_fn=<SelectBackward>)","tensor(452.8736, grad_fn=<SelectBackward>)","tensor(453.0364, grad_fn=<SelectBackward>)","tensor(453.1641, grad_fn=<SelectBackward>)","tensor(453.2641, grad_fn=<SelectBackward>)","tensor(453.3426, grad_fn=<SelectBackward>)"
34,"tensor(42.0425, grad_fn=<SelectBackward>)","tensor(56.4281, grad_fn=<SelectBackward>)","tensor(66.5731, grad_fn=<SelectBackward>)","tensor(73.8039, grad_fn=<SelectBackward>)","tensor(79.6055, grad_fn=<SelectBackward>)","tensor(83.9786, grad_fn=<SelectBackward>)","tensor(87.4406, grad_fn=<SelectBackward>)","tensor(90.1195, grad_fn=<SelectBackward>)","tensor(92.2225, grad_fn=<SelectBackward>)","tensor(93.8622, grad_fn=<SelectBackward>)","tensor(95.1455, grad_fn=<SelectBackward>)","tensor(96.1479, grad_fn=<SelectBackward>)","tensor(96.9316, grad_fn=<SelectBackward>)","tensor(97.5438, grad_fn=<SelectBackward>)","tensor(98.0223, grad_fn=<SelectBackward>)","tensor(98.3960, grad_fn=<SelectBackward>)","tensor(98.6881, grad_fn=<SelectBackward>)","tensor(98.9162, grad_fn=<SelectBackward>)","tensor(99.0944, grad_fn=<SelectBackward>)","tensor(99.2336, grad_fn=<SelectBackward>)","tensor(99.3424, grad_fn=<SelectBackward>)","tensor(99.4273, grad_fn=<SelectBackward>)","tensor(99.4937, grad_fn=<SelectBackward>)","tensor(99.5455, grad_fn=<SelectBackward>)","tensor(99.5860, grad_fn=<SelectBackward>)","tensor(99.6177, grad_fn=<SelectBackward>)","tensor(99.6424, grad_fn=<SelectBackward>)","tensor(99.6617, grad_fn=<SelectBackward>)","tensor(99.6768, grad_fn=<SelectBackward>)","tensor(99.6886, grad_fn=<SelectBackward>)"
35,"tensor(1110.0001, grad_fn=<SelectBackward>)","tensor(1153.2797, grad_fn=<SelectBackward>)","tensor(1466.9703, grad_fn=<SelectBackward>)","tensor(1628.3593, grad_fn=<SelectBackward>)","tensor(1779.5172, grad_fn=<SelectBackward>)","tensor(1889.6005, grad_fn=<SelectBackward>)","tensor(1977.6112, grad_fn=<SelectBackward>)","tensor(2045.3071, grad_fn=<SelectBackward>)","tensor(2098.2112, grad_fn=<SelectBackward>)","tensor(2139.3066, grad_fn=<SelectBackward>)","tensor(2171.3303, grad_fn=<SelectBackward>)","tensor(2196.2671, grad_fn=<SelectBackward>)","tensor(2215.7024, grad_fn=<SelectBackward>)","tensor(2230.8518, grad_fn=<SelectBackward>)","tensor(2242.6648, grad_fn=<SelectBackward>)","tensor(2251.8784, grad_fn=<SelectBackward>)","tensor(2259.0667, grad_fn=<SelectBackward>)","tensor(2264.6755, grad_fn=<SelectBackward>)","tensor(2269.0530, grad_fn=<SelectBackward>)","tensor(2272.4697, grad_fn=<SelectBackward>)","tensor(2275.1375, grad_fn=<SelectBackward>)","tensor(2277.2202, grad_fn=<SelectBackward>)","tensor(2278.8467, grad_fn=<SelectBackward>)","tensor(2280.1169, grad_fn=<SelectBackward>)","tensor(2281.1089, grad_fn=<SelectBackward>)","tensor(2281.8840, grad_fn=<SelectBackward>)","tensor(2282.4895, grad_fn=<SelectBackward>)","tensor(2282.9624, grad_fn=<SelectBackward>)","tensor(2283.3320, grad_fn=<SelectBackward>)","tensor(2283.6208, grad_fn=<SelectBackward>)"
36,"tensor(60.9866, grad_fn=<SelectBackward>)","tensor(93.3416, grad_fn=<SelectBackward>)","tensor(113.0971, grad_fn=<SelectBackward>)","tensor(132.7706, grad_fn=<SelectBackward>)","tensor(147.7811, grad_fn=<SelectBackward>)","tensor(159.8324, grad_fn=<SelectBackward>)","tensor(169.1722, grad_fn=<SelectBackward>)","tensor(176.4554, grad_fn=<SelectBackward>)","tensor(182.1063, grad_fn=<SelectBackward>)","tensor(186.4966, grad_fn=<SelectBackward>)","tensor(189.9066, grad_fn=<SelectBackward>)","tensor(192.5574, grad_fn=<SelectBackward>)","tensor(194.6190, grad_fn=<SelectBackward>)","tensor(196.2233, grad_fn=<SelectBackward>)","tensor(197.4724, grad_fn=<SelectBackward>)","tensor(198.4454, grad_fn=<SelectBackward>)","tensor(199.2037, grad_fn=<SelectBackward>)","tensor(199.7949, grad_fn=<SelectBackward>)","tensor(200.2559, grad_fn=<SelectBackward>)","tensor(200.6156, grad_fn=<SelectBackward>)","tensor(200.8962, grad_fn=<SelectBackward>)","tensor(201.1152, grad_fn=<SelectBackward>)","tensor(201.2863, grad_fn=<SelectBackward>)","tensor(201.4198, grad_fn=<SelectBackward>)","tensor(201.5240, grad_fn=<SelectBackward>)","tensor(201.6055, grad_fn=<SelectBackward>)","tensor(201.6691, grad_fn=<SelectBackward>)","tensor(201.7188, grad_fn=<SelectBackward>)","tensor(201.7576, grad_fn=<SelectBackward>)","tensor(201.7880, grad_fn=<SelectBackward>)"
37,"tensor(382.8858, grad_fn=<SelectBackward>)","tensor(473.1414, grad_fn=<SelectBackward>)","tensor(588.3716, grad_fn=<SelectBackward>)","tensor(668.4720, grad_fn=<SelectBackward>)","tensor(734.4633, grad_fn=<SelectBackward>)","tensor(785.1664, grad_fn=<SelectBackward>)","tensor(824.8241, grad_fn=<SelectBackward>)","tensor(855.5325, grad_fn=<SelectBackward>)","tensor(879.3701, grad_fn=<SelectBackward>)","tensor(897.8550, grad_fn=<SelectBackward>)","tensor(912.2033, grad_fn=<SelectBackward>)","tensor(923.3459, grad_fn=<SelectBackward>)","tensor(932.0058, grad_fn=<SelectBackward>)","tensor(938.7407, grad_fn=<SelectBackward>)","tensor(943.9816, grad_fn=<SelectBackward>)","tensor(948.0623, grad_fn=<SelectBackward>)","tensor(951.2413, grad_fn=<SelectBackward>)","tensor(953.7189, grad_fn=<SelectBackward>)","tensor(955.6507, grad_fn=<SelectBackward>)","tensor(957.1576, grad_fn=<SelectBackward>)","tensor(958.3332, grad_fn=<SelectBackward>)","tensor(959.2507, grad_fn=<SelectBackward>)","tensor(959.9668, grad_fn=<SelectBackward>)","tensor(960.5261, grad_fn=<SelectBackward>)","tensor(960.9628, grad_fn=<SelectBackward>)","tensor(961.3040, grad_fn=<SelectBackward>)","tensor(961.5706, grad_fn=<SelectBackward>)","tensor(961.7788, grad_fn=<SelectBackward>)","tensor(961.9416, grad_fn=<SelectBackward>)","tensor(962.0688, grad_fn=<SelectBackward>)"
38,"tensor(1355.5125, grad_fn=<SelectBackward>)","tensor(2191.5986, grad_fn=<SelectBackward>)","tensor(2861.5593, grad_fn=<SelectBackward>)","tensor(3369.7483, grad_fn=<SelectBackward>)","tensor(3771.3279, grad_fn=<SelectBackward>)","tensor(4079.6858, grad_fn=<SelectBackward>)","tensor(4319.9365, grad_fn=<SelectBackward>)","tensor(4505.7456, grad_fn=<SelectBackward>)","tensor(4650.0059, grad_fn=<SelectBackward>)","tensor(4761.8926, grad_fn=<SelectBackward>)","tensor(4848.7910, grad_fn=<SelectBackward>)","tensor(4916.3062, grad_fn=<SelectBackward>)","tensor(4968.8057, grad_fn=<SelectBackward>)","tensor(5009.6514, grad_fn=<SelectBackward>)","tensor(5041.4512, grad_fn=<SelectBackward>)","tensor(5066.2207, grad_fn=<SelectBackward>)","tensor(5085.5234, grad_fn=<SelectBackward>)","tensor(5100.5732, grad_fn=<SelectBackward>)","tensor(5112.3110, grad_fn=<SelectBackward>)","tensor(5121.4692, grad_fn=<SelectBackward>)","tensor(5128.6167, grad_fn=<SelectBackward>)","tensor(5134.1973, grad_fn=<SelectBackward>)","tensor(5138.5547, grad_fn=<SelectBackward>)","tensor(5141.9585, grad_fn=<SelectBackward>)","tensor(5144.6172, grad_fn=<SelectBackward>)","tensor(5146.6953, grad_fn=<SelectBackward>)","tensor(5148.3188, grad_fn=<SelectBackward>)","tensor(5149.5879, grad_fn=<SelectBackward>)","tensor(5150.5801, grad_fn=<SelectBackward>)","tensor(5151.3555, grad_fn=<SelectBackward>)"
39,"tensor(11693.3594, grad_fn=<SelectBackward>)","tensor(18687.4570, grad_fn=<SelectBackward>)","tensor(24568.7188, grad_fn=<SelectBackward>)","tensor(29010.5312, grad_fn=<SelectBackward>)","tensor(32446.0371, grad_fn=<SelectBackward>)","tensor(35092.4375, grad_fn=<SelectBackward>)","tensor(37139.2969, grad_fn=<SelectBackward>)","tensor(38723.8984, grad_fn=<SelectBackward>)","tensor(39952.7539, grad_fn=<SelectBackward>)","tensor(40906.5273, grad_fn=<SelectBackward>)","tensor(41647.5820, grad_fn=<SelectBackward>)","tensor(42223.7578, grad_fn=<SelectBackward>)","tensor(42672.0859, grad_fn=<SelectBackward>)","tensor(43021.1367, grad_fn=<SelectBackward>)","tensor(43293.0586, grad_fn=<SelectBackward>)","tensor(43505., grad_fn=<SelectBackward>)","tensor(43670.2617, grad_fn=<SelectBackward>)","tensor(43799.1836, grad_fn=<SelectBackward>)","tensor(43899.7930, grad_fn=<SelectBackward>)","tensor(43978.3320, grad_fn=<SelectBackward>)","tensor(44039.6602, grad_fn=<SelectBackward>)","tensor(44087.5586, grad_fn=<SelectBackward>)","tensor(44124.9844, grad_fn=<SelectBackward>)","tensor(44154.2305, grad_fn=<SelectBackward>)","tensor(44177.0859, grad_fn=<SelectBackward>)","tensor(44194.9570, grad_fn=<SelectBackward>)","tensor(44208.9258, grad_fn=<SelectBackward>)","tensor(44219.8477, grad_fn=<SelectBackward>)","tensor(44228.3906, grad_fn=<SelectBackward>)","tensor(44235.0742, grad_fn=<SelectBackward>)"
40,"tensor(7406.5645, grad_fn=<SelectBackward>)","tensor(12799.9795, grad_fn=<SelectBackward>)","tensor(16991.9277, grad_fn=<SelectBackward>)","tensor(20262.7715, grad_fn=<SelectBackward>)","tensor(22779.5488, grad_fn=<SelectBackward>)","tensor(24735.5391, grad_fn=<SelectBackward>)","tensor(26247.1777, grad_fn=<SelectBackward>)","tensor(27422.2324, grad_fn=<SelectBackward>)","tensor(28334.1836, grad_fn=<SelectBackward>)","tensor(29043.6816, grad_fn=<SelectBackward>)","tensor(29595.6348, grad_fn=<SelectBackward>)","tensor(30025.5117, grad_fn=<SelectBackward>)","tensor(30360.4297, grad_fn=<SelectBackward>)","tensor(30621.5352, grad_fn=<SelectBackward>)","tensor(30825.1777, grad_fn=<SelectBackward>)","tensor(30984.0723, grad_fn=<SelectBackward>)","tensor(31108.1055, grad_fn=<SelectBackward>)","tensor(31204.9492, grad_fn=<SelectBackward>)","tensor(31280.5898, grad_fn=<SelectBackward>)","tensor(31339.6875, grad_fn=<SelectBackward>)","tensor(31385.8691, grad_fn=<SelectBackward>)","tensor(31421.9648, grad_fn=<SelectBackward>)","tensor(31450.1875, grad_fn=<SelectBackward>)","tensor(31472.2539, grad_fn=<SelectBackward>)","tensor(31489.5117, grad_fn=<SelectBackward>)","tensor(31503.0078, grad_fn=<SelectBackward>)","tensor(31513.5645, grad_fn=<SelectBackward>)","tensor(31521.8262, grad_fn=<SelectBackward>)","tensor(31528.2852, grad_fn=<SelectBackward>)","tensor(31533.3418, grad_fn=<SelectBackward>)"
41,"tensor(3171.4885, grad_fn=<SelectBackward>)","tensor(5115.8569, grad_fn=<SelectBackward>)","tensor(6709.8848, grad_fn=<SelectBackward>)","tensor(7933.1660, grad_fn=<SelectBackward>)","tensor(8896.5605, grad_fn=<SelectBackward>)","tensor(9640.7119, grad_fn=<SelectBackward>)","tensor(10222.2773, grad_fn=<SelectBackward>)","tensor(10674.0986, grad_fn=<SelectBackward>)","tensor(11026.6191, grad_fn=<SelectBackward>)","tensor(11301.2959, grad_fn=<SelectBackward>)","tensor(11515.6582, grad_fn=<SelectBackward>)","tensor(11682.9404, grad_fn=<SelectBackward>)","tensor(11813.5723, grad_fn=<SelectBackward>)","tensor(11915.6104, grad_fn=<SelectBackward>)","tensor(11995.3418, grad_fn=<SelectBackward>)","tensor(12057.6621, grad_fn=<SelectBackward>)","tensor(12106.3828, grad_fn=<SelectBackward>)","tensor(12144.4824, grad_fn=<SelectBackward>)","tensor(12174.2812, grad_fn=<SelectBackward>)","tensor(12197.5918, grad_fn=<SelectBackward>)","tensor(12215.8301, grad_fn=<SelectBackward>)","tensor(12230.1006, grad_fn=<SelectBackward>)","tensor(12241.2695, grad_fn=<SelectBackward>)","tensor(12250.0078, grad_fn=<SelectBackward>)","tensor(12256.8506, grad_fn=<SelectBackward>)","tensor(12262.2070, grad_fn=<SelectBackward>)","tensor(12266.4004, grad_fn=<SelectBackward>)","tensor(12269.6816, grad_fn=<SelectBackward>)","tensor(12272.2520, grad_fn=<SelectBackward>)","tensor(12274.2637, grad_fn=<SelectBackward>)"
42,"tensor(548.0837, grad_fn=<SelectBackward>)","tensor(816.5994, grad_fn=<SelectBackward>)","tensor(1037.7391, grad_fn=<SelectBackward>)","tensor(1211.3922, grad_fn=<SelectBackward>)","tensor(1346.5110, grad_fn=<SelectBackward>)","tensor(1452.2159, grad_fn=<SelectBackward>)","tensor(1534.7970, grad_fn=<SelectBackward>)","tensor(1599.3457, grad_fn=<SelectBackward>)","tensor(1649.8374, grad_fn=<SelectBackward>)","tensor(1689.3362, grad_fn=<SelectBackward>)","tensor(1720.2516, grad_fn=<SelectBackward>)","tensor(1744.4518, grad_fn=<SelectBackward>)","tensor(1763.4010, grad_fn=<SelectBackward>)","tensor(1778.2400, grad_fn=<SelectBackward>)","tensor(1789.8621, grad_fn=<SelectBackward>)","tensor(1798.9658, grad_fn=<SelectBackward>)","tensor(1806.0973, grad_fn=<SelectBackward>)","tensor(1811.6844, grad_fn=<SelectBackward>)","tensor(1816.0618, grad_fn=<SelectBackward>)","tensor(1819.4911, grad_fn=<SelectBackward>)","tensor(1822.1782, grad_fn=<SelectBackward>)","tensor(1824.2837, grad_fn=<SelectBackward>)","tensor(1825.9336, grad_fn=<SelectBackward>)","tensor(1827.2263, grad_fn=<SelectBackward>)","tensor(1828.2391, grad_fn=<SelectBackward>)","tensor(1829.0327, grad_fn=<SelectBackward>)","tensor(1829.6548, grad_fn=<SelectBackward>)","tensor(1830.1421, grad_fn=<SelectBackward>)","tensor(1830.5238, grad_fn=<SelectBackward>)","tensor(1830.8231, grad_fn=<SelectBackward>)"
43,"tensor(493.8419, grad_fn=<SelectBackward>)","tensor(709.2305, grad_fn=<SelectBackward>)","tensor(872.0642, grad_fn=<SelectBackward>)","tensor(1003.2797, grad_fn=<SelectBackward>)","tensor(1102.4493, grad_fn=<SelectBackward>)","tensor(1181.3815, grad_fn=<SelectBackward>)","tensor(1242.6284, grad_fn=<SelectBackward>)","tensor(1290.9369, grad_fn=<SelectBackward>)","tensor(1328.7612, grad_fn=<SelectBackward>)","tensor(1358.5073, grad_fn=<SelectBackward>)","tensor(1381.8535, grad_fn=<SelectBackward>)","tensor(1400.1965, grad_fn=<SelectBackward>)","tensor(1414.5997, grad_fn=<SelectBackward>)","tensor(1425.9116, grad_fn=<SelectBackward>)","tensor(1434.7937, grad_fn=<SelectBackward>)","tensor(1441.7675, grad_fn=<SelectBackward>)","tensor(1447.2423, grad_fn=<SelectBackward>)","tensor(1451.5400, grad_fn=<SelectBackward>)","tensor(1454.9131, grad_fn=<SelectBackward>)","tensor(1457.5605, grad_fn=<SelectBackward>)","tensor(1459.6378, grad_fn=<SelectBackward>)","tensor(1461.2679, grad_fn=<SelectBackward>)","tensor(1462.5470, grad_fn=<SelectBackward>)","tensor(1463.5504, grad_fn=<SelectBackward>)","tensor(1464.3374, grad_fn=<SelectBackward>)","tensor(1464.9548, grad_fn=<SelectBackward>)","tensor(1465.4390, grad_fn=<SelectBackward>)","tensor(1465.8187, grad_fn=<SelectBackward>)","tensor(1466.1167, grad_fn=<SelectBackward>)","tensor(1466.3502, grad_fn=<SelectBackward>)"
44,"tensor(468.3759, grad_fn=<SelectBackward>)","tensor(556.3499, grad_fn=<SelectBackward>)","tensor(687.2288, grad_fn=<SelectBackward>)","tensor(767.4616, grad_fn=<SelectBackward>)","tensor(836.6397, grad_fn=<SelectBackward>)","tensor(888.4635, grad_fn=<SelectBackward>)","tensor(930.1257, grad_fn=<SelectBackward>)","tensor(962.6170, grad_fn=<SelectBackward>)","tensor(988.3494, grad_fn=<SelectBackward>)","tensor(1008.5812, grad_fn=<SelectBackward>)","tensor(1024.5398, grad_fn=<SelectBackward>)","tensor(1037.1025, grad_fn=<SelectBackward>)","tensor(1046.9971, grad_fn=<SelectBackward>)","tensor(1054.7842, grad_fn=<SelectBackward>)","tensor(1060.9121, grad_fn=<SelectBackward>)","tensor(1065.7324, grad_fn=<SelectBackward>)","tensor(1069.5233, grad_fn=<SelectBackward>)","tensor(1072.5040, grad_fn=<SelectBackward>)","tensor(1074.8468, grad_fn=<SelectBackward>)","tensor(1076.6879, grad_fn=<SelectBackward>)","tensor(1078.1346, grad_fn=<SelectBackward>)","tensor(1079.2710, grad_fn=<SelectBackward>)","tensor(1080.1636, grad_fn=<SelectBackward>)","tensor(1080.8644, grad_fn=<SelectBackward>)","tensor(1081.4148, grad_fn=<SelectBackward>)","tensor(1081.8468, grad_fn=<SelectBackward>)","tensor(1082.1857, grad_fn=<SelectBackward>)","tensor(1082.4519, grad_fn=<SelectBackward>)","tensor(1082.6608, grad_fn=<SelectBackward>)","tensor(1082.8245, grad_fn=<SelectBackward>)"
45,"tensor(52.6093, grad_fn=<SelectBackward>)","tensor(78.2527, grad_fn=<SelectBackward>)","tensor(92.4420, grad_fn=<SelectBackward>)","tensor(106.3864, grad_fn=<SelectBackward>)","tensor(117.2265, grad_fn=<SelectBackward>)","tensor(126.0871, grad_fn=<SelectBackward>)","tensor(133.1084, grad_fn=<SelectBackward>)","tensor(138.7032, grad_fn=<SelectBackward>)","tensor(143.1292, grad_fn=<SelectBackward>)","tensor(146.6313, grad_fn=<SelectBackward>)","tensor(149.3956, grad_fn=<SelectBackward>)","tensor(151.5765, grad_fn=<SelectBackward>)","tensor(153.2953, grad_fn=<SelectBackward>)","tensor(154.6493, grad_fn=<SelectBackward>)","tensor(155.7152, grad_fn=<SelectBackward>)","tensor(156.5541, grad_fn=<SelectBackward>)","tensor(157.2140, grad_fn=<SelectBackward>)","tensor(157.7329, grad_fn=<SelectBackward>)","tensor(158.1409, grad_fn=<SelectBackward>)","tensor(158.4616, grad_fn=<SelectBackward>)","tensor(158.7135, grad_fn=<SelectBackward>)","tensor(158.9115, grad_fn=<SelectBackward>)","tensor(159.0670, grad_fn=<SelectBackward>)","tensor(159.1891, grad_fn=<SelectBackward>)","tensor(159.2850, grad_fn=<SelectBackward>)","tensor(159.3603, grad_fn=<SelectBackward>)","tensor(159.4194, grad_fn=<SelectBackward>)","tensor(159.4657, grad_fn=<SelectBackward>)","tensor(159.5021, grad_fn=<SelectBackward>)","tensor(159.5307, grad_fn=<SelectBackward>)"
